plan_history_id,account_id,plan_cd,effective_start,effective_end
1942,301525,GIG1,2022-09-09,2023-10-01
1943,301525,BASIC100,2023-10-02,
1944,301526,GIG1,2024-03-16,
1945,301527,BUSINESS500,2018-12-05,
1946,301528,FIBER500,2023-03-08,2026-04-27
1947,301528,GIG1,2026-04-28,
1948,301529,BUSINESS500,2024-06-13,
1949,301530,GIG1,2020-07-12,2022-02-14
1950,301530,FIBER500,2022-02-15,
1951,301531,GIG1,2023-11-02,2026-05-02
1952,301531,BASIC100,2026-05-03,
1953,301532,BUSINESS1G,2025-11-11,
1954,301533,BUSINESS1G,2023-12-20,
1955,301534,BASIC100,2019-02-16,
1956,301535,BUSINESS1G,2022-04-12,
1957,301536,BUSINESS500,2024-10-06,
1958,301537,BASIC100,2024-09-10,
1959,301538,BUSINESS500,2021-12-14,
1960,301539,BUSINESS500,2019-09-15,2022-12-09
1961,301539,BUSINESS1G,2022-12-10,
1962,301540,BUSINESS1G,2023-04-27,
1963,301541,BUSINESS1G,2024-05-15,
1964,301542,BUSINESS500,2022-11-20,2025-09-10
1965,301542,BUSINESS1G,2025-09-11,
1966,301543,BUSINESS1G,2018-08-30,
1967,301544,BASIC100,2025-09-08,
1968,301545,FIBER500,2022-03-07,2024-08-01
1969,301545,BUSINESS500,2024-08-02,
1970,301546,BASIC100,2023-03-25,
1971,301547,BUSINESS1G,2019-05-17,2020-06-20
1972,301547,BASIC100,2020-06-21,
1973,301548,BUSINESS1G,2020-09-07,2021-05-07
1974,301548,GIG1,2021-05-08,
1975,301549,BASIC100,2023-01-20,2024-09-09
1976,301549,FIBER500,2024-09-10,
1977,301550,BASIC100,2021-04-25,
1978,301551,BUSINESS500,2018-01-28,
1979,301552,GIG1,2022-12-02,2023-06-04
1980,301552,BUSINESS1G,2023-06-05,
1981,301553,BUSINESS500,2025-05-02,
1982,301554,BUSINESS500,2024-02-03,
1983,301555,BUSINESS1G,2024-07-07,2025-02-10
1984,301555,FIBER500,2025-02-11,
1985,301556,FIBER500,2020-04-02,2022-09-07
1986,301556,BASIC100,2022-09-08,
1987,301557,BUSINESS500,2018-02-06,2021-03-02
1988,301557,BASIC100,2021-03-03,
1989,301558,BUSINESS1G,2019-03-27,2022-05-31
1990,301558,FIBER500,2022-06-01,
1991,301559,BASIC100,2020-03-18,
1992,301560,GIG1,2022-10-08,2024-01-09
1993,301560,BASIC100,2024-01-10,
1994,301561,GIG1,2023-08-31,
1995,301562,GIG1,2023-09-28,
1996,301563,FIBER500,2018-08-06,
1997,301564,GIG1,2019-04-02,2020-09-28
1998,301564,BUSINESS500,2020-09-29,
1999,301565,BUSINESS500,2020-09-14,2021-10-13
2000,301565,BASIC100,2021-10-14,
2001,301566,GIG1,2022-02-14,2025-05-05
2002,301566,BUSINESS1G,2025-05-06,
2003,301567,FIBER500,2019-04-11,
2004,301568,BUSINESS1G,2018-11-23,
2005,301569,GIG1,2019-08-17,
2006,301570,FIBER500,2026-01-19,
2007,301571,BUSINESS1G,2019-09-07,
2008,301572,FIBER500,2020-10-16,
2009,301573,GIG1,2023-08-24,
2010,301574,FIBER500,2019-03-22,
2011,301575,BUSINESS500,2018-09-18,
2012,301576,BUSINESS500,2020-03-04,
2013,301577,BUSINESS500,2019-11-25,
2014,301578,FIBER500,2024-02-24,2025-12-22
2015,301578,BUSINESS1G,2025-12-23,
2016,301579,BUSINESS1G,2023-06-02,
2017,301580,BUSINESS1G,2018-09-26,
2018,301581,FIBER500,2019-09-04,2020-04-30
2019,301581,BUSINESS500,2020-05-01,
2020,301582,FIBER500,2022-12-20,2024-03-20
2021,301582,BUSINESS500,2024-03-21,
2022,301583,GIG1,2019-02-09,2022-02-05
2023,301583,BUSINESS1G,2022-02-06,
2024,301584,GIG1,2025-11-15,
2025,301585,GIG1,2020-04-06,
2026,301586,FIBER500,2020-02-03,2021-03-17
2027,301586,BUSINESS500,2021-03-18,
2028,301587,BASIC100,2020-02-20,
2029,301588,BUSINESS500,2020-10-17,2023-05-23
2030,301588,GIG1,2023-05-24,
2031,301589,GIG1,2018-05-22,
2032,301590,BUSINESS500,2025-01-27,
2033,301591,BUSINESS1G,2023-03-27,
2034,301592,BASIC100,2019-05-23,
2035,301593,FIBER500,2022-07-22,2025-08-06
2036,301593,BASIC100,2025-08-07,
2037,301594,BUSINESS1G,2024-09-28,
2038,301595,FIBER500,2018-12-25,2020-12-29
2039,301595,BUSINESS1G,2020-12-30,
2040,301596,BUSINESS500,2023-12-31,2024-12-26
2041,301596,BASIC100,2024-12-27,
2042,301597,BUSINESS1G,2018-07-14,2021-05-19
2043,301597,GIG1,2021-05-20,
2044,301598,FIBER500,2024-07-10,
2045,301599,GIG1,2023-01-03,2024-11-12
2046,301599,BUSINESS500,2024-11-13,
2047,301600,GIG1,2020-03-07,
2048,301601,FIBER500,2022-06-15,
2049,301602,BUSINESS500,2023-01-07,
2050,301603,BUSINESS1G,2021-04-24,
2051,301604,BUSINESS500,2025-04-27,
2052,301605,BUSINESS500,2020-03-02,
2053,301606,BUSINESS500,2025-06-29,
2054,301607,BUSINESS500,2018-07-07,
2055,301608,BUSINESS1G,2024-02-09,
2056,301609,FIBER500,2021-08-29,
2057,301610,GIG1,2022-07-18,
2058,301611,BASIC100,2019-10-23,
2059,301612,BUSINESS500,2024-01-17,
2060,301613,GIG1,2019-11-21,
2061,301614,BUSINESS1G,2022-09-10,
2062,301615,BUSINESS500,2022-06-09,
2063,301616,FIBER500,2026-01-11,
2064,301617,BUSINESS1G,2025-04-14,
2065,301618,GIG1,2025-11-23,
2066,301619,GIG1,2025-07-09,
2067,301620,BUSINESS500,2025-11-23,
2068,301621,BUSINESS500,2019-05-18,
2069,301622,BASIC100,2018-10-26,
2070,301623,BUSINESS500,2020-01-01,
2071,301624,BUSINESS500,2024-03-28,
2072,301625,BUSINESS500,2018-03-14,
2073,301626,BASIC100,2021-08-11,2024-09-14
2074,301626,GIG1,2024-09-15,
2075,301627,GIG1,2018-02-12,2019-07-15
2076,301627,BASIC100,2019-07-16,
2077,301628,FIBER500,2025-10-08,
2078,301629,GIG1,2018-01-14,
2079,301630,BASIC100,2020-04-09,
2080,301631,BUSINESS500,2019-07-03,
2081,301632,GIG1,2022-10-24,2025-07-16
2082,301632,BUSINESS500,2025-07-17,
2083,301633,FIBER500,2018-01-09,
2084,301634,BUSINESS1G,2019-03-30,
2085,301635,BUSINESS500,2022-01-26,
2086,301636,BUSINESS500,2025-04-21,
2087,301637,BUSINESS500,2020-02-06,
2088,301638,BASIC100,2021-03-13,
2089,301639,BASIC100,2024-02-29,2025-06-02
2090,301639,GIG1,2025-06-03,
2091,301640,BUSINESS500,2022-05-22,
2092,301641,BUSINESS500,2022-11-11,2023-06-21
2093,301641,BUSINESS1G,2023-06-22,
2094,301642,BUSINESS500,2020-09-26,
2095,301643,BUSINESS500,2024-11-22,
2096,301644,GIG1,2023-09-06,
2097,301645,FIBER500,2022-10-19,
2098,301646,BUSINESS500,2022-01-01,
2099,301647,BUSINESS1G,2020-02-13,2020-10-13
2100,301647,GIG1,2020-10-14,
2101,301648,GIG1,2024-08-03,
2102,301649,BUSINESS1G,2021-08-25,
2103,301650,FIBER500,2024-04-17,
2104,301651,BUSINESS1G,2020-09-01,
2105,301652,BASIC100,2025-11-11,
2106,301653,BASIC100,2019-12-31,
2107,301654,BUSINESS500,2025-12-31,
2108,301655,BUSINESS1G,2021-11-28,2022-08-17
2109,301655,BUSINESS500,2022-08-18,
2110,301656,FIBER500,2025-11-06,
2111,301657,BASIC100,2023-09-14,2024-06-15
2112,301657,BUSINESS500,2024-06-16,
2113,301658,BUSINESS500,2024-10-05,
2114,301659,BUSINESS500,2023-04-25,2024-06-25
2115,301659,BUSINESS1G,2024-06-26,
2116,301660,GIG1,2022-12-07,
2117,301661,BASIC100,2020-05-25,2021-03-23
2118,301661,BUSINESS1G,2021-03-24,
2119,301662,FIBER500,2022-04-07,2025-04-27
2120,301662,BUSINESS1G,2025-04-28,
2121,301663,BUSINESS1G,2023-02-28,
2122,301664,BUSINESS1G,2023-12-21,
2123,301665,BUSINESS1G,2023-09-23,
2124,301666,BASIC100,2021-08-14,2022-08-03
2125,301666,FIBER500,2022-08-04,
2126,301667,FIBER500,2018-08-10,2021-02-17
2127,301667,BUSINESS1G,2021-02-18,
2128,301668,BUSINESS1G,2022-12-21,2024-12-12
2129,301668,BUSINESS500,2024-12-13,
2130,301669,BUSINESS1G,2025-06-24,
2131,301670,FIBER500,2021-07-07,2022-12-15
2132,301670,GIG1,2022-12-16,
2133,301671,FIBER500,2024-11-17,
2134,301672,BUSINESS1G,2019-10-06,2022-08-22
2135,301672,BUSINESS500,2022-08-23,
2136,301673,BASIC100,2018-09-04,2019-03-28
2137,301673,FIBER500,2019-03-29,
2138,301674,BUSINESS500,2020-11-25,
2139,301675,BUSINESS1G,2025-03-12,
2140,301676,FIBER500,2022-03-27,
2141,301677,BUSINESS500,2021-08-04,2023-09-02
2142,301677,FIBER500,2023-09-03,
2143,301678,GIG1,2022-01-07,2022-09-13
2144,301678,BUSINESS500,2022-09-14,
2145,301679,BASIC100,2025-12-25,
2146,301680,GIG1,2019-12-24,2021-03-09
2147,301680,FIBER500,2021-03-10,
2148,301681,BUSINESS1G,2022-04-18,2023-08-03
2149,301681,GIG1,2023-08-04,
2150,301682,BASIC100,2019-11-24,
2151,301683,FIBER500,2018-08-20,
2152,301684,BUSINESS500,2022-04-25,
2153,301685,BUSINESS1G,2018-04-02,
2154,301686,BUSINESS1G,2025-12-08,
2155,301687,GIG1,2024-07-19,
2156,301688,GIG1,2020-05-17,
2157,301689,GIG1,2022-07-31,2023-02-05
2158,301689,BUSINESS1G,2023-02-06,
2159,301690,BUSINESS500,2018-12-21,2022-02-19
2160,301690,FIBER500,2022-02-20,
2161,301691,BASIC100,2024-02-21,
2162,301692,BASIC100,2023-07-12,
2163,301693,FIBER500,2020-07-20,
2164,301694,BUSINESS500,2018-12-30,
2165,301695,BUSINESS500,2024-09-13,
2166,301696,GIG1,2018-05-05,
2167,301697,FIBER500,2018-05-15,2018-11-11
2168,301697,BUSINESS1G,2018-11-12,
2169,301698,BASIC100,2021-11-22,2022-12-11
2170,301698,FIBER500,2022-12-12,
2171,301699,BASIC100,2023-04-09,2025-08-16
2172,301699,FIBER500,2025-08-17,
2173,301700,GIG1,2022-08-18,2024-03-21
2174,301700,BASIC100,2024-03-22,
2175,301701,FIBER500,2021-05-21,
2176,301702,BASIC100,2019-03-18,
2177,301703,BUSINESS500,2019-03-31,2021-07-05
2178,301703,BUSINESS1G,2021-07-06,
2179,301704,FIBER500,2022-05-25,
2180,301705,BUSINESS1G,2024-04-01,2024-12-12
2181,301705,GIG1,2024-12-13,
2182,301706,BASIC100,2022-12-29,
2183,301707,BUSINESS500,2019-04-01,
2184,301708,GIG1,2023-10-19,
2185,301709,FIBER500,2023-06-11,2025-04-18
2186,301709,BUSINESS1G,2025-04-19,
2187,301710,FIBER500,2023-08-02,
2188,301711,BUSINESS500,2023-09-10,2025-01-21
2189,301711,FIBER500,2025-01-22,
2190,301712,FIBER500,2025-08-29,
2191,301713,BUSINESS500,2024-02-28,
2192,301714,BUSINESS1G,2024-03-19,
2193,301715,GIG1,2019-09-12,2022-08-30
2194,301715,BUSINESS500,2022-08-31,
2195,301716,BUSINESS500,2021-03-15,
2196,301717,BUSINESS1G,2021-12-28,
2197,301718,BASIC100,2022-05-31,2023-07-28
2198,301718,GIG1,2023-07-29,
2199,301719,BUSINESS1G,2025-09-07,
2200,301720,BASIC100,2020-12-18,
2201,301721,BUSINESS500,2020-12-22,
2202,301722,BUSINESS1G,2025-06-16,
2203,301723,BASIC100,2022-07-24,2024-05-09
2204,301723,GIG1,2024-05-10,
2205,301724,FIBER500,2021-05-06,
2206,301725,BUSINESS500,2021-09-17,2023-10-30
2207,301725,BUSINESS1G,2023-10-31,
2208,301726,BUSINESS1G,2019-06-19,2020-05-20
2209,301726,BUSINESS500,2020-05-21,
2210,301727,BUSINESS1G,2022-07-15,
2211,301728,BASIC100,2018-10-04,
2212,301729,GIG1,2023-11-05,2025-11-23
2213,301729,BUSINESS1G,2025-11-24,
2214,301730,BASIC100,2019-05-27,
2215,301731,GIG1,2018-11-23,2021-11-09
2216,301731,BUSINESS500,2021-11-10,
2217,301732,BASIC100,2022-08-26,2024-07-05
2218,301732,BUSINESS1G,2024-07-06,
2219,301733,BASIC100,2018-06-23,2020-01-28
2220,301733,GIG1,2020-01-29,
2221,301734,BASIC100,2018-04-27,
2222,301735,BUSINESS1G,2023-05-30,
2223,301736,FIBER500,2023-09-03,
2224,301737,BASIC100,2019-02-23,
2225,301738,GIG1,2018-04-18,2020-02-15
2226,301738,BUSINESS1G,2020-02-16,
2227,301739,BASIC100,2024-02-09,2025-08-29
2228,301739,BUSINESS500,2025-08-30,
2229,301740,BUSINESS1G,2020-01-07,2022-03-28
2230,301740,BUSINESS500,2022-03-29,
2231,301741,GIG1,2024-03-02,
2232,301742,BUSINESS1G,2021-07-08,2023-12-09
2233,301742,BASIC100,2023-12-10,
2234,301743,GIG1,2023-09-14,
2235,301744,BUSINESS500,2018-11-08,
2236,301745,GIG1,2019-12-01,2021-04-28
2237,301745,FIBER500,2021-04-29,
2238,301746,BASIC100,2019-07-07,
2239,301747,GIG1,2018-03-20,
2240,301748,BUSINESS500,2024-03-11,
2241,301749,GIG1,2023-02-24,
2242,301750,BUSINESS500,2020-02-04,
2243,301751,BUSINESS1G,2025-08-22,
2244,301752,BASIC100,2024-04-25,
2245,301753,GIG1,2019-06-29,
2246,301754,GIG1,2023-06-03,
2247,301755,FIBER500,2022-01-07,
2248,301756,GIG1,2021-08-21,2023-04-23
2249,301756,BUSINESS1G,2023-04-24,
2250,301757,FIBER500,2025-07-01,
2251,301758,GIG1,2023-01-02,2024-07-09
2252,301758,BUSINESS1G,2024-07-10,
2253,301759,BASIC100,2021-01-23,2023-11-14
2254,301759,FIBER500,2023-11-15,
2255,301760,BASIC100,2025-09-28,
2256,301761,BUSINESS500,2024-07-29,
2257,301762,BASIC100,2021-04-06,
2258,301763,BUSINESS500,2020-04-02,2020-12-02
2259,301763,BASIC100,2020-12-03,
2260,301764,BUSINESS1G,2018-03-28,
2261,301765,FIBER500,2024-12-06,2026-04-09
2262,301765,BUSINESS1G,2026-04-10,
2263,301766,BASIC100,2018-10-18,2020-12-07
2264,301766,FIBER500,2020-12-08,
2265,301767,BASIC100,2022-10-03,
2266,301768,GIG1,2022-05-05,2023-11-18
2267,301768,BASIC100,2023-11-19,
2268,301769,BUSINESS500,2023-05-13,2025-09-10
2269,301769,BASIC100,2025-09-11,
2270,301770,BUSINESS500,2018-11-22,
2271,301771,BUSINESS1G,2018-07-24,2020-08-12
2272,301771,BASIC100,2020-08-13,
2273,301772,GIG1,2021-02-20,2022-12-09
2274,301772,FIBER500,2022-12-10,
2275,301773,BASIC100,2024-11-17,
2276,301774,FIBER500,2020-04-10,
2277,301775,FIBER500,2024-09-10,
2278,301776,BUSINESS1G,2018-09-16,2021-08-21
2279,301776,GIG1,2021-08-22,
2280,301777,BASIC100,2023-05-21,
2281,301778,BUSINESS500,2018-05-07,
2282,301779,GIG1,2020-05-06,2021-04-06
2283,301779,BASIC100,2021-04-07,
2284,301780,BUSINESS500,2018-07-27,
2285,301781,BASIC100,2018-08-09,
2286,301782,BASIC100,2019-09-04,2021-05-13
2287,301782,FIBER500,2021-05-14,
2288,301783,BUSINESS1G,2020-09-28,2022-03-05
2289,301783,BASIC100,2022-03-06,
2290,301784,BUSINESS500,2019-07-28,
2291,301785,GIG1,2024-02-09,2026-04-04
2292,301785,BUSINESS1G,2026-04-05,
2293,301786,BUSINESS500,2021-07-17,2022-10-10
2294,301786,BUSINESS1G,2022-10-11,
2295,301787,BASIC100,2019-09-13,
2296,301788,BUSINESS1G,2019-09-25,2020-11-05
2297,301788,BUSINESS500,2020-11-06,
2298,301789,BASIC100,2019-11-30,2021-02-05
2299,301789,BUSINESS1G,2021-02-06,
2300,301790,BASIC100,2024-04-06,
2301,301791,BUSINESS500,2018-06-22,
2302,301792,BUSINESS1G,2019-12-12,
2303,301793,BUSINESS500,2023-12-27,
2304,301794,GIG1,2020-02-20,
2305,301795,BUSINESS500,2024-03-04,
2306,301796,FIBER500,2018-11-17,
2307,301797,FIBER500,2018-01-12,
2308,301798,BUSINESS500,2023-01-24,
2309,301799,GIG1,2019-08-06,2022-03-21
2310,301799,BUSINESS500,2022-03-22,
2311,301800,BUSINESS500,2025-04-07,
2312,301801,BUSINESS500,2019-04-27,
2313,301802,BASIC100,2024-08-03,
2314,301803,BUSINESS1G,2022-08-19,
2315,301804,BUSINESS1G,2019-07-06,
2316,301805,BASIC100,2025-01-15,
2317,301806,BASIC100,2021-10-22,
2318,301807,FIBER500,2024-01-18,
2319,301808,BUSINESS500,2022-12-28,
2320,301809,GIG1,2022-07-30,2024-10-13
2321,301809,BUSINESS500,2024-10-14,
2322,301810,BUSINESS500,2019-04-10,
2323,301811,FIBER500,2025-12-04,
2324,301812,BASIC100,2020-01-11,
2325,301813,GIG1,2020-09-01,
2326,301814,FIBER500,2024-10-19,2026-02-28
2327,301814,GIG1,2026-03-01,
2328,301815,GIG1,2025-04-26,
2329,301816,BASIC100,2024-09-04,
2330,301817,FIBER500,2020-05-24,2022-09-11
2331,301817,BUSINESS1G,2022-09-12,
2332,301818,BASIC100,2021-11-24,2022-07-18
2333,301818,GIG1,2022-07-19,
2334,301819,GIG1,2020-08-05,2022-08-23
2335,301819,BUSINESS500,2022-08-24,
2336,301820,BUSINESS1G,2022-10-29,2024-05-31
2337,301820,FIBER500,2024-06-01,
2338,301821,BUSINESS500,2019-11-20,2021-02-07
2339,301821,BASIC100,2021-02-08,
2340,301822,FIBER500,2023-12-21,
2341,301823,FIBER500,2023-11-30,2026-06-09
2342,301823,BUSINESS500,2026-06-10,
2343,301824,FIBER500,2024-01-22,2026-06-17
2344,301824,BUSINESS1G,2026-06-18,
2345,301825,BUSINESS1G,2024-08-28,2026-04-30
2346,301825,BUSINESS500,2026-05-01,
2347,301826,BUSINESS500,2025-08-21,
2348,301827,FIBER500,2025-07-25,
2349,301828,FIBER500,2025-09-20,
2350,301829,GIG1,2019-04-29,
2351,301830,BUSINESS500,2026-01-12,
2352,301831,BUSINESS500,2025-05-06,
2353,301832,FIBER500,2023-03-09,
2354,301833,BUSINESS1G,2021-12-18,
2355,301834,FIBER500,2022-04-18,
2356,301835,BASIC100,2024-02-08,2026-02-20
2357,301835,GIG1,2026-02-21,
2358,301836,BUSINESS1G,2019-08-18,2022-02-23
2359,301836,BASIC100,2022-02-24,
2360,301837,BUSINESS1G,2021-07-15,
2361,301838,BASIC100,2019-05-03,
2362,301839,BUSINESS1G,2025-12-14,
2363,301840,BUSINESS500,2024-08-05,2026-06-08
2364,301840,BUSINESS1G,2026-06-09,
2365,301841,FIBER500,2019-03-05,
2366,301842,BUSINESS1G,2025-08-17,
2367,301843,BUSINESS500,2023-02-01,2023-10-25
2368,301843,GIG1,2023-10-26,
2369,301844,BUSINESS1G,2021-05-18,
2370,301845,GIG1,2019-10-20,
2371,301846,FIBER500,2023-05-15,2024-03-22
2372,301846,BASIC100,2024-03-23,
2373,301847,GIG1,2023-12-21,2025-03-19
2374,301847,BUSINESS1G,2025-03-20,
2375,301848,FIBER500,2021-03-05,
2376,301849,BUSINESS1G,2025-12-11,
2377,301850,BUSINESS1G,2018-06-07,2020-05-25
2378,301850,FIBER500,2020-05-26,
2379,301851,BUSINESS1G,2022-01-09,
2380,301852,FIBER500,2022-05-12,
2381,301853,BASIC100,2025-02-15,
2382,301854,BASIC100,2020-01-29,2023-02-13
2383,301854,GIG1,2023-02-14,
2384,301855,GIG1,2020-03-17,
2385,301856,BUSINESS1G,2025-12-10,
2386,301857,GIG1,2023-12-12,2024-06-22
2387,301857,FIBER500,2024-06-23,
2388,301858,FIBER500,2022-09-16,2025-10-06
2389,301858,BUSINESS1G,2025-10-07,
2390,301859,BUSINESS1G,2023-02-25,2026-04-12
2391,301859,GIG1,2026-04-13,
2392,301860,BUSINESS1G,2018-03-11,2018-10-18
2393,301860,GIG1,2018-10-19,
2394,301861,BUSINESS500,2021-08-28,
2395,301862,GIG1,2020-11-27,
2396,301863,GIG1,2023-02-07,2024-08-17
2397,301863,BUSINESS1G,2024-08-18,
2398,301864,BUSINESS500,2019-02-15,2020-03-27
2399,301864,BASIC100,2020-03-28,
2400,301865,GIG1,2018-11-24,2021-08-01
2401,301865,BUSINESS500,2021-08-02,
2402,301866,BUSINESS1G,2021-05-03,
2403,301867,GIG1,2021-12-09,
2404,301868,BUSINESS500,2022-11-10,
2405,301869,BUSINESS1G,2024-01-14,2025-12-02
2406,301869,FIBER500,2025-12-03,
2407,301870,BASIC100,2019-04-27,
2408,301871,BUSINESS1G,2023-08-19,2025-11-26
2409,301871,BASIC100,2025-11-27,
2410,301872,FIBER500,2019-01-05,
2411,301873,BUSINESS500,2024-02-05,
2412,301874,BUSINESS1G,2020-06-07,
2413,301875,BUSINESS1G,2018-05-29,2019-03-24
2414,301875,BUSINESS500,2019-03-25,
2415,301876,BUSINESS500,2024-08-07,2025-07-03
2416,301876,BASIC100,2025-07-04,
2417,301877,GIG1,2021-01-17,
2418,301878,BASIC100,2020-11-27,
2419,301879,BASIC100,2019-02-05,2021-05-23
2420,301879,FIBER500,2021-05-24,
2421,301880,FIBER500,2021-01-04,
2422,301881,GIG1,2020-06-20,
2423,301882,GIG1,2018-06-17,
2424,301883,BUSINESS500,2020-06-20,
2425,301884,BUSINESS500,2018-03-21,
2426,301885,GIG1,2023-04-23,
2427,301886,BUSINESS1G,2025-02-18,
2428,301887,BASIC100,2018-09-24,
2429,301888,FIBER500,2025-07-02,
2430,301889,GIG1,2024-02-13,
2431,301890,BUSINESS500,2018-10-05,2021-05-19
2432,301890,FIBER500,2021-05-20,
2433,301891,BUSINESS500,2020-04-22,
2434,301892,FIBER500,2018-10-05,2020-04-01
2435,301892,GIG1,2020-04-02,
2436,301893,GIG1,2020-03-28,
2437,301894,BUSINESS500,2022-06-06,2023-12-29
2438,301894,FIBER500,2023-12-30,
2439,301895,GIG1,2022-09-13,
2440,301896,FIBER500,2023-11-30,
2441,301897,FIBER500,2022-11-28,
2442,301898,BUSINESS500,2019-08-12,
2443,301899,BUSINESS1G,2023-09-02,2026-04-02
2444,301899,BUSINESS500,2026-04-03,
2445,301900,GIG1,2020-09-14,
2446,301901,FIBER500,2025-12-18,
2447,301902,BUSINESS1G,2019-01-17,2020-09-23
2448,301902,FIBER500,2020-09-24,
2449,301903,BUSINESS1G,2020-04-27,
2450,301904,BASIC100,2019-12-21,
2451,301905,FIBER500,2025-04-22,
2452,301906,BUSINESS500,2022-08-29,
2453,301907,GIG1,2023-06-19,
2454,301908,BUSINESS1G,2021-08-10,2022-08-28
2455,301908,BUSINESS500,2022-08-29,
2456,301909,BASIC100,2020-02-07,
2457,301910,FIBER500,2020-06-30,
2458,301911,BUSINESS500,2022-01-17,
2459,301912,BASIC100,2021-11-14,2022-09-07
2460,301912,BUSINESS1G,2022-09-08,
2461,301913,BUSINESS1G,2018-01-06,
2462,301914,BUSINESS1G,2024-06-11,
2463,301915,BUSINESS500,2021-04-13,2024-04-14
2464,301915,BUSINESS1G,2024-04-15,
2465,301916,GIG1,2024-04-29,2025-10-21
2466,301916,BUSINESS500,2025-10-22,
2467,301917,GIG1,2023-04-11,
2468,301918,BASIC100,2023-02-26,
2469,301919,GIG1,2023-05-03,2024-01-27
2470,301919,BUSINESS500,2024-01-28,
2471,301920,FIBER500,2022-07-26,
2472,301921,BUSINESS500,2018-03-22,
2473,301922,BUSINESS500,2023-04-06,2025-12-24
2474,301922,BUSINESS1G,2025-12-25,
2475,301923,GIG1,2025-10-28,
2476,301924,GIG1,2021-11-25,
2477,301925,BUSINESS1G,2024-10-12,
2478,301926,BUSINESS500,2019-05-02,
2479,301927,GIG1,2025-09-02,
2480,301928,GIG1,2021-12-15,
2481,301929,BUSINESS1G,2024-11-13,2025-05-11
2482,301929,GIG1,2025-05-12,
2483,301930,BUSINESS1G,2025-09-19,
2484,301931,BUSINESS500,2025-09-24,
2485,301932,BUSINESS1G,2018-12-06,2021-08-04
2486,301932,FIBER500,2021-08-05,
2487,301933,BASIC100,2023-11-14,
2488,301934,BUSINESS500,2020-09-03,
2489,301935,FIBER500,2021-09-26,2023-05-09
2490,301935,BUSINESS1G,2023-05-10,
2491,301936,BUSINESS500,2019-04-11,
2492,301937,BUSINESS500,2025-09-30,
2493,301938,BUSINESS500,2019-05-07,2022-07-06
2494,301938,BASIC100,2022-07-07,
2495,301939,BASIC100,2025-08-07,
2496,301940,BUSINESS1G,2024-10-03,
2497,301941,BUSINESS1G,2019-02-02,2021-04-11
2498,301941,FIBER500,2021-04-12,
2499,301942,FIBER500,2022-11-09,2025-07-25
2500,301942,BUSINESS500,2025-07-26,
2501,301943,FIBER500,2025-12-07,
2502,301944,GIG1,2024-04-28,
2503,301945,BUSINESS500,2023-06-13,2024-11-06
2504,301945,FIBER500,2024-11-07,
2505,301946,BUSINESS1G,2025-09-06,
2506,301947,GIG1,2021-01-28,2023-02-06
2507,301947,FIBER500,2023-02-07,
2508,301948,FIBER500,2018-11-03,2019-11-12
2509,301948,BUSINESS500,2019-11-13,
2510,301949,BUSINESS500,2022-06-14,2024-08-20
2511,301949,BUSINESS1G,2024-08-21,
2512,301950,GIG1,2019-11-13,2022-06-05
2513,301950,BASIC100,2022-06-06,
2514,301951,BUSINESS1G,2020-06-10,
2515,301952,GIG1,2022-01-29,
2516,301953,GIG1,2021-02-06,2022-09-23
2517,301953,BASIC100,2022-09-24,
2518,301954,BASIC100,2018-10-31,
2519,301955,GIG1,2018-12-14,2020-02-28
2520,301955,BASIC100,2020-02-29,
2521,301956,BASIC100,2019-06-12,
2522,301957,BASIC100,2025-09-09,
2523,301958,FIBER500,2025-12-04,
2524,301959,GIG1,2025-05-10,
2525,301960,BASIC100,2020-02-02,
2526,301961,BASIC100,2023-02-17,2024-12-13
2527,301961,BUSINESS1G,2024-12-14,
2528,301962,BUSINESS500,2020-10-17,
2529,301963,GIG1,2022-09-11,
2530,301964,BASIC100,2018-04-02,
2531,301965,BASIC100,2020-07-08,
2532,301966,BUSINESS500,2022-02-13,2023-01-04
2533,301966,BUSINESS1G,2023-01-05,
2534,301967,BUSINESS1G,2021-08-19,
2535,301968,FIBER500,2020-12-18,
2536,301969,GIG1,2025-12-24,
2537,301970,FIBER500,2018-04-29,2021-06-03
2538,301970,GIG1,2021-06-04,
2539,301971,BUSINESS1G,2025-02-25,
2540,301972,GIG1,2020-03-15,
2541,301973,GIG1,2024-07-12,2025-06-29
2542,301973,BUSINESS1G,2025-06-30,
2543,301974,BASIC100,2018-01-10,2020-05-25
2544,301974,GIG1,2020-05-26,
2545,301975,FIBER500,2023-10-20,2025-04-28
2546,301975,GIG1,2025-04-29,
2547,301976,FIBER500,2022-10-25,2025-10-29
2548,301976,GIG1,2025-10-30,
2549,301977,BASIC100,2019-02-14,
2550,301978,GIG1,2021-03-28,
2551,301979,GIG1,2019-09-01,
2552,301980,FIBER500,2020-03-14,
2553,301981,BUSINESS1G,2024-04-15,2025-11-30
2554,301981,BUSINESS500,2025-12-01,
2555,301982,BUSINESS500,2018-04-02,2019-06-11
2556,301982,BASIC100,2019-06-12,
2557,301983,BUSINESS500,2021-03-13,
2558,301984,BASIC100,2023-08-06,
2559,301985,FIBER500,2022-07-13,
2560,301986,BUSINESS500,2020-07-05,2023-06-15
2561,301986,BUSINESS1G,2023-06-16,
2562,301987,FIBER500,2024-05-04,2026-06-13
2563,301987,BUSINESS1G,2026-06-14,
2564,301988,GIG1,2025-11-27,
