payment_id,invoice_id,payment_date,payment_amount
802386,602651,2026-04-08,1359.45
802387,602652,2026-04-15,665.48
802388,602653,2026-03-24,638.09
802389,602654,2026-04-21,987.4
802390,602655,2026-04-10,911.96
802391,602656,2026-03-29,848.16
802392,602657,2026-04-17,873.63
802393,602658,2026-03-14,880.7
802394,602659,2026-04-29,1323.04
802395,602660,2026-03-25,624.33
802396,602661,2026-05-02,1294.92
802397,602662,2026-05-04,769.49
802398,602663,2026-03-28,2000.31
802399,602664,2026-04-09,742.02
802400,602665,2026-04-22,589.17
802401,602666,2026-03-20,931.95
802402,602667,2026-04-11,806.88
802403,602668,2026-04-09,615.23
802404,602669,2026-03-30,192.42
802405,602670,2026-03-23,1026.47
802406,602671,2026-03-16,1165.95
802407,602672,2026-04-19,1809.66
802408,602673,2026-04-25,501.3
802409,602674,2026-04-19,1964.07
802410,602675,2026-04-19,329.24
802411,602676,2026-04-02,1206.81
802412,602678,2026-04-02,1415.58
802413,602679,2026-03-16,1165.3
802414,602681,2026-04-28,1596.4
802415,602682,2026-04-11,364.31
802416,602683,2026-04-10,1065.69
802417,602684,2026-03-15,964.78
802418,602685,2026-05-02,1338.64
802419,602686,2026-04-13,638.73
802420,602687,2026-04-03,875.35
802421,602688,2026-04-03,1642.05
802422,602689,2026-03-30,1002.63
802423,602690,2026-05-10,827.27
802424,602692,2026-05-06,1311.54
802425,602693,2026-04-01,1312.53
802426,602694,2026-04-03,1552.51
802427,602695,2026-03-29,1345.14
802428,602697,2026-04-11,1731.72
802429,602698,2026-04-11,1603.61
802430,602699,2026-04-07,1578.19
802431,602700,2026-04-27,432.35
802432,602701,2026-04-14,161.53
802433,602702,2026-04-17,1695.54
802434,602703,2026-05-10,971.36
802435,602704,2026-04-17,1425.25
802436,602705,2026-04-26,1985.27
802437,602706,2026-03-27,1088.48
802438,602707,2026-05-09,793.06
802439,602708,2026-04-10,909.27
802440,602709,2026-05-03,533.98
802441,602710,2026-04-27,1004.28
802442,602711,2026-04-20,1418.03
802443,602712,2026-04-23,1795.79
802444,602713,2026-04-25,435.64
802445,602714,2026-04-19,712.54
802446,602715,2026-05-08,1252.7
802447,602716,2026-04-27,888.19
802448,602717,2026-03-27,743.59
802449,602718,2026-04-17,1346.89
802450,602719,2026-04-26,957.8
802451,602720,2026-04-27,1644.62
802452,602721,2026-04-03,1500.96
802453,602722,2026-04-25,445.12
802454,602723,2026-05-03,1353.66
802455,602724,2026-05-01,521.81
802456,602725,2026-03-31,402.97
802457,602726,2026-04-04,386.43
802458,602727,2026-05-10,939.53
802459,602728,2026-04-22,931.15
802460,602729,2026-05-05,850.22
802461,602730,2026-04-29,1109.02
802462,602731,2026-04-01,699.1
802463,602732,2026-04-22,1304.72
802464,602733,2026-04-01,1446.89
802465,602734,2026-04-20,900.54
802466,602735,2026-04-16,386.77
802467,602736,2026-05-10,1104.37
802468,602737,2026-04-24,1307.24
802469,602738,2026-04-09,1455.36
802470,602739,2026-04-23,1090.39
802471,602740,2026-04-26,1478.12
802472,602741,2026-04-17,1020.33
802473,602742,2026-04-25,246.42
802474,602743,2026-04-17,824.85
802475,602745,2026-05-13,1259.1
802476,602746,2026-04-19,1946.25
802477,602747,2026-05-06,1138.32
802478,602748,2026-04-21,1679.74
802479,602749,2026-04-23,1164.61
802480,602751,2026-05-08,1286.72
802481,602752,2026-05-06,121.97
802482,602753,2026-05-04,696.08
802483,602754,2026-04-14,1395.96
802484,602755,2026-03-27,911.47
802485,602756,2026-04-26,669.14
802486,602757,2026-05-11,498.39
802487,602758,2026-05-02,1363.32
802488,602759,2026-04-29,1029.76
802489,602760,2026-05-19,956.59
802490,602762,2026-05-18,1170.85
802491,602763,2026-04-11,132.7
802492,602764,2026-04-03,977.33
802493,602765,2026-05-08,1279.87
802494,602766,2026-04-28,1015.52
802495,602767,2026-04-28,854.99
802496,602768,2026-04-10,276.09
802497,602769,2026-04-15,688.11
802498,602770,2026-04-03,1304.11
802499,602771,2026-05-15,877.11
802500,602772,2026-04-23,850.43
802501,602773,2026-05-13,1500.98
802502,602775,2026-04-28,1109.65
802503,602777,2026-05-13,1507.11
802504,602778,2026-04-21,1247.88
802505,602779,2026-05-09,404.17
802506,602781,2026-04-27,1671.47
802507,602782,2026-04-10,870.12
802508,602783,2026-05-02,346.4
802509,602784,2026-04-06,738.89
802510,602785,2026-04-25,675.27
802511,602786,2026-05-01,737.86
802512,602787,2026-04-25,1392.04
802513,602788,2026-04-25,930.61
802514,602789,2026-05-18,816.11
802515,602790,2026-04-29,1348.03
802516,602791,2026-05-14,339.6
802517,602792,2026-04-25,1592.19
802518,602793,2026-04-26,418.92
802519,602794,2026-04-19,991.38
802520,602796,2026-04-15,887.6
802521,602797,2026-04-29,1914.0
802522,602798,2026-04-26,1302.47
802523,602799,2026-05-23,861.47
802524,602800,2026-05-08,1142.25
802525,602801,2026-04-10,1346.19
802526,602802,2026-04-29,1028.93
802527,602803,2026-04-11,1128.98
802528,602804,2026-05-10,1386.62
802529,602805,2026-04-28,1556.8
802530,602806,2026-04-18,1006.92
802531,602807,2026-05-14,329.18
802532,602808,2026-05-12,1335.05
802533,602809,2026-04-16,203.65
802534,602810,2026-04-27,841.11
802535,602811,2026-05-05,1239.03
802536,602812,2026-05-21,1886.99
802537,602813,2026-05-20,1215.02
802538,602814,2026-05-08,1219.79
802539,602815,2026-05-15,889.05
802540,602816,2026-04-17,507.42
802541,602817,2026-05-02,646.44
802542,602820,2026-05-26,314.99
802543,602821,2026-05-08,993.31
802544,602822,2026-04-28,1241.66
802545,602823,2026-04-12,1297.03
802546,602824,2026-05-08,1450.88
802547,602825,2026-04-29,890.49
802548,602826,2026-05-05,615.37
802549,602827,2026-05-13,708.39
802550,602828,2026-05-01,289.01
802551,602829,2026-05-27,1113.47
802552,602830,2026-05-21,1139.64
802553,602831,2026-05-17,706.43
802554,602832,2026-05-20,1320.87
802555,602833,2026-05-12,806.88
802556,602834,2026-04-24,1064.34
802557,602835,2026-05-04,1008.84
802558,602836,2026-04-24,1008.53
802559,602837,2026-05-14,597.49
802560,602838,2026-04-27,1069.82
802561,602839,2026-05-09,263.22
802562,602840,2026-05-28,1606.28
802563,602841,2026-04-29,379.47
802564,602842,2026-05-28,395.64
802565,602843,2026-05-29,1248.66
802566,602844,2026-05-26,629.79
802567,602845,2026-05-14,524.01
802568,602846,2026-05-16,1583.11
802569,602848,2026-05-17,1088.18
802570,602849,2026-05-25,1172.23
802571,602850,2026-04-18,654.34
802572,602851,2026-04-24,1559.59
802573,602853,2026-05-19,1105.65
802574,602854,2026-05-22,767.76
802575,602855,2026-04-21,1094.58
802576,602856,2026-05-10,675.89
802577,602857,2026-05-20,1288.29
802578,602858,2026-05-24,1073.8
802579,602860,2026-05-03,930.67
802580,602861,2026-04-30,1458.4
802581,602862,2026-05-20,582.05
802582,602863,2026-05-20,891.99
802583,602864,2026-05-16,629.44
802584,602865,2026-04-27,1383.81
802585,602866,2026-05-14,747.65
802586,602867,2026-05-05,986.41
802587,602868,2026-05-14,475.55
802588,602869,2026-05-27,1537.01
802589,602870,2026-05-01,576.47
802590,602871,2026-05-21,1839.39
802591,602872,2026-06-06,1535.49
802592,602873,2026-05-26,588.54
802593,602874,2026-05-18,723.41
802594,602875,2026-05-01,1061.65
802595,602876,2026-05-19,1204.34
802596,602877,2026-05-12,1276.01
802597,602878,2026-05-26,850.07
802598,602879,2026-04-24,764.84
802599,602880,2026-05-31,825.07
802600,602882,2026-05-10,1308.47
802601,602883,2026-05-22,813.96
802602,602884,2026-05-26,1472.74
802603,602885,2026-06-12,1229.21
802604,602886,2026-04-22,891.93
802605,602887,2026-05-28,1118.09
802606,602888,2026-05-08,889.15
802607,602889,2026-04-28,596.33
802608,602891,2026-05-09,1143.05
802609,602892,2026-05-12,1776.35
802610,602893,2026-05-12,1125.99
802611,602894,2026-04-27,772.99
802612,602895,2026-05-20,1406.44
802613,602896,2026-05-20,846.72
802614,602897,2026-05-06,978.37
802615,602898,2026-05-22,914.23
802616,602899,2026-04-29,1490.19
802617,602900,2026-04-27,1274.08
802618,602901,2026-06-04,877.28
802619,602902,2026-04-29,1154.02
802620,602903,2026-05-16,770.65
802621,602904,2026-05-25,664.65
802622,602905,2026-05-06,1929.93
802623,602906,2026-05-16,1515.95
802624,602907,2026-05-31,478.18
802625,602908,2026-04-29,561.2
802626,602909,2026-05-02,1685.09
802627,602910,2026-05-10,505.77
802628,602911,2026-05-30,1449.86
802629,602912,2026-05-21,1157.21
802630,602913,2026-06-07,1024.12
802631,602914,2026-05-13,1784.66
802632,602915,2026-05-28,1277.4
802633,602916,2026-06-05,1376.98
802634,602918,2026-05-04,934.06
802635,602919,2026-05-09,715.58
802636,602920,2026-05-15,738.77
802637,602921,2026-06-05,965.62
802638,602923,2026-05-08,619.91
802639,602924,2026-05-11,821.74
802640,602925,2026-04-28,1338.05
802641,602926,2026-06-06,1493.8
802642,602927,2026-05-20,704.7
802643,602928,2026-05-08,892.37
802644,602929,2026-05-07,1564.94
802645,602930,2026-04-28,860.25
802646,602931,2026-05-08,975.34
802647,602933,2026-06-12,660.9
802648,602934,2026-05-10,875.63
802649,602935,2026-05-18,788.07
802650,602936,2026-05-12,1362.43
802651,602938,2026-06-05,988.4
802652,602939,2026-06-03,983.43
802653,602940,2026-06-06,380.16
802654,602941,2026-06-19,618.82
802655,602942,2026-05-22,1119.33
802656,602943,2026-05-08,1409.07
802657,602944,2026-05-11,1075.54
802658,602945,2026-05-30,1684.75
802659,602946,2026-05-28,1718.99
802660,602947,2026-05-08,1624.77
802661,602948,2026-05-30,1550.98
802662,602949,2026-05-11,1593.55
802663,602950,2026-05-24,1691.06
802664,602951,2026-05-21,1533.48
802665,602952,2026-05-29,1261.03
802666,602953,2026-05-31,776.24
802667,602954,2026-05-05,1147.12
802668,602955,2026-05-18,1125.4
802669,602956,2026-05-16,1361.58
802670,602957,2026-05-12,365.23
802671,602958,2026-06-08,1225.61
802672,602959,2026-05-16,1202.51
802673,602960,2026-06-14,1639.53
802674,602961,2026-06-22,1193.84
802675,602962,2026-06-02,959.26
802676,602963,2026-05-11,268.34
802677,602964,2026-06-15,792.56
802678,602965,2026-05-12,1555.4
802679,602966,2026-05-12,1266.58
802680,602967,2026-06-03,750.75
802681,602968,2026-06-23,588.33
802682,602969,2026-06-15,700.44
802683,602970,2026-05-20,807.34
802684,602973,2026-06-11,1079.24
802685,602974,2026-05-21,486.17
802686,602975,2026-06-04,1011.58
802687,602976,2026-05-10,1444.49
802688,602978,2026-05-20,1628.2
802689,602979,2026-06-08,1201.07
802690,602980,2026-05-25,249.6
802691,602981,2026-06-11,1674.29
802692,602983,2026-06-09,291.92
802693,602984,2026-06-17,1412.48
802694,602985,2026-05-09,825.56
802695,602986,2026-05-23,1069.06
802696,602987,2026-05-12,1391.7
802697,602989,2026-05-27,994.39
802698,602990,2026-05-27,939.13
802699,602991,2026-06-16,1465.21
802700,602993,2026-06-19,1090.25
802701,602994,2026-07-01,1991.76
802702,602995,2026-05-30,852.1
802703,602996,2026-06-17,562.65
802704,602997,2026-06-16,631.1
802705,602998,2026-06-16,467.77
802706,602999,2026-07-02,723.35
802707,603000,2026-06-22,962.85
802708,603001,2026-05-24,1205.51
802709,603002,2026-05-28,683.35
802710,603003,2026-06-13,885.9
802711,603004,2026-05-25,684.91
802712,603005,2026-05-19,1028.33
802713,603006,2026-06-11,1097.69
802714,603007,2026-05-31,863.07
802715,603008,2026-06-09,940.8
802716,603009,2026-06-09,1666.15
802717,603010,2026-06-02,1527.04
802718,603011,2026-07-04,1424.68
802719,603012,2026-06-09,1223.02
802720,603013,2026-06-01,1075.04
802721,603014,2026-06-14,761.17
802722,603015,2026-05-29,963.4
802723,603016,2026-06-26,666.64
802724,603017,2026-06-05,554.57
802725,603018,2026-07-01,1296.48
802726,603019,2026-05-17,1493.99
802727,603020,2026-06-14,966.5
802728,603022,2026-07-01,1137.08
802729,603023,2026-06-23,321.6
802730,603024,2026-05-31,1432.46
802731,603025,2026-06-12,891.45
802732,603026,2026-05-29,1332.59
802733,603027,2026-06-25,679.09
802734,603028,2026-05-29,396.9
802735,603029,2026-05-28,780.45
802736,603030,2026-05-25,1147.11
802737,603031,2026-05-30,601.3
802738,603032,2026-06-08,466.96
802739,603034,2026-06-29,451.24
802740,603035,2026-05-29,1354.88
802741,603036,2026-06-16,836.01
802742,603037,2026-06-21,1570.66
802743,603038,2026-07-05,1196.31
802744,603039,2026-06-01,891.9
802745,603040,2026-07-02,961.63
802746,603041,2026-06-11,1865.39
802747,603042,2026-05-25,521.18
802748,603043,2026-06-11,1088.69
802749,603044,2026-05-24,1310.95
802750,603045,2026-06-05,1193.94
802751,603046,2026-05-25,1113.8
802752,603047,2026-05-23,834.73
802753,603048,2026-05-30,1106.32
802754,603049,2026-06-10,493.17
802755,603050,2026-05-20,1391.7
802756,603051,2026-06-02,630.0
802757,603052,2026-06-25,1698.0
802758,603053,2026-07-06,1659.35
802759,603054,2026-06-14,1383.62
802760,603055,2026-06-18,1313.89
802761,603056,2026-06-17,872.46
802762,603057,2026-07-09,496.46
802763,603058,2026-06-17,686.37
802764,603059,2026-07-04,1506.25
802765,603060,2026-06-21,1532.0
802766,603061,2026-06-09,622.66
802767,603062,2026-06-08,900.25
802768,603063,2026-05-29,1147.03
802769,603064,2026-06-23,1111.93
802770,603065,2026-06-21,1430.25
802771,603066,2026-05-26,561.92
802772,603067,2026-06-26,623.23
802773,603069,2026-06-29,635.93
802774,603070,2026-06-03,1145.39
802775,603071,2026-06-04,1573.01
802776,603072,2026-06-25,590.23
802777,603073,2026-06-24,1349.37
802778,603074,2026-07-12,399.08
802779,603075,2026-06-14,874.2
802780,603076,2026-07-05,613.5
802781,603077,2026-05-30,787.39
802782,603078,2026-06-09,825.03
802783,603079,2026-06-16,933.9
802784,603081,2026-06-28,1636.5
802785,603082,2026-06-22,1326.66
802786,603083,2026-06-12,820.18
802787,603084,2026-07-02,431.82
802788,603085,2026-07-12,1174.71
802789,603086,2026-06-10,576.76
802790,603087,2026-06-23,2018.46
802791,603088,2026-07-05,487.61
802792,603089,2026-06-19,647.17
802793,603090,2026-07-04,997.25
802794,603091,2026-06-06,1466.42
802795,603092,2026-06-25,1227.17
802796,603093,2026-06-19,1155.6
802797,603094,2026-06-08,1216.49
802798,603095,2026-06-26,1827.9
802799,603096,2026-06-09,782.34
802800,603097,2026-07-08,1022.47
802801,603098,2026-07-15,1043.45
802802,603099,2026-06-18,1310.71
802803,603100,2026-07-05,555.68
802804,603101,2026-07-11,1363.87
802805,603102,2026-06-03,1188.94
802806,603104,2026-06-27,678.11
802807,603105,2026-07-04,1329.87
802808,603106,2026-07-04,1242.49
802809,603107,2026-05-30,515.99
802810,603108,2026-07-17,660.41
802811,603109,2026-06-08,1017.21
802812,603110,2026-06-21,1103.15
802813,603111,2026-06-17,1058.62
802814,603112,2026-07-05,1363.74
802815,603113,2026-07-17,1272.7
802816,603114,2026-06-11,788.07
802817,603115,2026-06-15,1731.09
802818,603116,2026-07-02,1547.38
802819,603117,2026-07-19,1114.63
802820,603118,2026-07-05,1409.95
802821,603119,2026-06-05,1192.07
802822,603120,2026-06-29,718.48
802823,603121,2026-06-25,589.15
802824,603122,2026-07-17,401.63
802825,603123,2026-06-23,972.79
802826,603124,2026-06-29,738.64
802827,603125,2026-07-01,262.91
802828,603126,2026-06-24,700.44
802829,603127,2026-07-12,254.73
802830,603128,2026-06-09,1086.48
802831,603129,2026-06-08,1628.24
802832,603130,2026-06-23,641.67
802833,603131,2026-06-27,619.72
802834,603132,2026-06-19,1163.08
802835,603133,2026-07-16,1189.41
802836,603134,2026-07-15,1053.37
802837,603135,2026-07-19,883.04
802838,603136,2026-06-12,1156.1
802839,603137,2026-07-05,1144.86
802840,603138,2026-07-01,1089.2
802841,603139,2026-07-11,352.86
802842,603140,2026-06-30,1082.73
802843,603141,2026-06-01,1291.16
802844,603142,2026-06-21,1568.97
802845,603143,2026-06-19,1552.41
802846,603144,2026-06-17,749.62
802847,603145,2026-07-19,971.17
802848,603146,2026-07-05,1639.23
802849,603147,2026-07-08,1141.04
802850,603148,2026-06-29,995.07
802851,603149,2026-07-02,876.2
802852,603150,2026-06-15,1280.65
802853,603151,2026-07-23,555.95
802854,603153,2026-07-17,1733.8
802855,603154,2026-07-12,469.17
802856,603155,2026-06-08,2014.9
802857,603156,2026-06-12,1165.62
802858,603157,2026-07-12,963.37
802859,603158,2026-06-07,821.96
802860,603159,2026-07-26,1943.34
802861,603160,2026-07-13,1778.77
802862,603161,2026-06-26,1714.49
802863,603162,2026-07-03,916.6
802864,603163,2026-06-20,905.56
802865,603164,2026-07-23,1460.18
802866,603165,2026-07-13,1549.64
802867,603166,2026-07-06,320.56
802868,603167,2026-06-15,625.53
802869,603168,2026-06-10,1469.86
802870,603169,2026-07-02,1340.39
802871,603170,2026-06-09,796.86
802872,603171,2026-07-14,832.23
802873,603172,2026-06-08,668.81
802874,603173,2026-07-17,912.08
802875,603174,2026-07-06,1097.6
802876,603175,2026-06-25,1017.74
802877,603176,2026-06-17,1397.9
802878,603177,2026-07-15,1374.03
802879,603178,2026-07-12,1900.7
802880,603180,2026-06-16,447.83
802881,603181,2026-07-13,1208.39
802882,603182,2026-07-25,914.75
802883,603183,2026-06-20,1028.08
802884,603184,2026-07-02,203.84
802885,603185,2026-07-22,999.62
802886,603186,2026-06-09,1161.96
802887,603188,2026-06-24,1447.43
802888,603189,2026-07-11,1588.62
802889,603190,2026-07-23,1220.18
802890,603191,2026-07-08,898.41
802891,603192,2026-06-21,1317.67
802892,603193,2026-07-10,1058.33
802893,603194,2026-06-27,1650.02
802894,603195,2026-06-20,1074.03
802895,603196,2026-07-23,643.01
802896,603197,2026-07-24,1178.35
802897,603198,2026-07-23,557.67
802898,603199,2026-07-11,781.1
802899,603200,2026-07-01,545.76
802900,603201,2026-07-24,728.67
802901,603202,2026-06-12,502.46
802902,603204,2026-06-29,279.24
802903,603205,2026-06-27,1013.98
802904,603206,2026-06-19,1734.06
802905,603207,2026-07-09,333.88
802906,603208,2026-07-14,653.08
802907,603209,2026-07-16,932.53
802908,603210,2026-06-21,1108.75
802909,603211,2026-07-12,1369.44
802910,603212,2026-07-12,1551.2
802911,603213,2026-06-17,1748.15
802912,603214,2026-07-20,762.93
802913,603216,2026-07-26,1546.08
802914,603217,2026-07-17,1344.94
802915,603218,2026-07-24,1733.81
802916,603219,2026-06-22,806.66
802917,603220,2026-06-12,1204.05
802918,603221,2026-07-19,305.34
802919,603222,2026-07-10,305.63
802920,603223,2026-07-19,909.23
802921,603224,2026-06-27,724.6
802922,603225,2026-06-30,1092.24
802923,603226,2026-07-07,1219.13
802924,603227,2026-07-19,1242.89
802925,603228,2026-06-27,1477.54
802926,603229,2026-07-29,938.02
802927,603230,2026-07-20,1530.03
802928,603231,2026-06-28,944.7
802929,603232,2026-06-30,585.8
802930,603233,2026-06-26,1109.25
802931,603235,2026-06-26,1039.53
802932,603236,2026-07-26,1576.29
802933,603237,2026-07-16,1147.92
802934,603238,2026-07-06,1968.35
802935,603239,2026-07-02,1538.9
802936,603240,2026-08-01,241.06
802937,603241,2026-07-12,1194.32
802938,603242,2026-07-15,704.87
802939,603243,2026-07-15,1674.67
802940,603244,2026-06-27,1322.55
802941,603245,2026-06-29,616.21
802942,603246,2026-07-25,1592.78
802943,603247,2026-07-12,1099.73
802944,603249,2026-07-06,1451.3
802945,603251,2026-07-07,739.21
802946,603252,2026-07-07,501.16
802947,603253,2026-07-05,1584.97
802948,603254,2026-06-20,1024.48
802949,603255,2026-07-14,861.3
802950,603257,2026-07-17,683.43
802951,603258,2026-07-11,715.73
802952,603259,2026-07-10,793.46
802953,603260,2026-07-28,1403.0
802954,603261,2026-06-18,1038.98
802955,603262,2026-08-09,1030.94
802956,603263,2026-07-14,769.22
802957,603264,2026-08-01,577.85
802958,603265,2026-07-09,1023.95
802959,603266,2026-07-20,1570.0
802960,603267,2026-07-19,1968.94
802961,603268,2026-06-22,624.39
802962,603269,2026-07-12,1384.42
802963,603270,2026-07-23,1846.41
802964,603271,2026-08-02,1150.48
802965,603272,2026-08-02,253.44
802966,603273,2026-07-22,828.88
802967,603274,2026-07-29,1110.57
802968,603275,2026-08-09,1360.43
802969,603276,2026-07-26,1165.3
802970,603277,2026-07-29,1051.47
802971,603278,2026-08-11,1605.06
802972,603279,2026-06-29,709.43
802973,603281,2026-08-03,889.26
802974,603282,2026-08-06,1485.7
802975,603283,2026-08-12,634.95
802976,603284,2026-06-30,1462.01
802977,603285,2026-07-16,674.99
802978,603286,2026-07-05,1451.79
802979,603288,2026-08-06,1100.72
802980,603292,2026-07-04,1775.84
802981,603293,2026-08-07,374.05
802982,603294,2026-07-18,817.99
802983,603295,2026-08-05,1188.6
802984,603296,2026-07-14,1335.77
802985,603299,2026-07-06,456.5
802986,603300,2026-08-17,740.5
802987,603301,2026-07-13,1421.93
802988,603302,2026-07-28,815.06
802989,603303,2026-07-25,1081.3
802990,603304,2026-08-08,994.2
802991,603305,2026-07-27,810.12
802992,603306,2026-07-24,1901.07
802993,603307,2026-07-13,292.49
802994,603308,2026-07-24,1723.27
802995,603309,2026-07-17,1515.78
802996,603310,2026-08-06,972.3
802997,603311,2026-06-27,686.19
802998,603312,2026-07-06,510.39
802999,603313,2026-08-08,1006.93
803000,603314,2026-08-15,494.43
803001,603315,2026-08-05,1033.4
803002,603316,2026-07-29,576.82
803003,603317,2026-08-08,1351.39
803004,603318,2026-08-12,1500.48
803005,603319,2026-07-05,1749.56
803006,603320,2026-08-15,258.14
803007,603321,2026-07-11,211.52
803008,603322,2026-07-29,1524.39
803009,603323,2026-07-12,1473.79
803010,603324,2026-07-25,1404.3
803011,603325,2026-07-27,1159.71
803012,603326,2026-07-24,826.99
803013,603327,2026-07-21,847.18
803014,603328,2026-08-02,474.15
803015,603329,2026-08-15,1084.36
803016,603330,2026-08-06,737.13
803017,603331,2026-08-17,773.61
803018,603332,2026-08-15,951.61
803019,603333,2026-07-12,884.58
