invoice_id,work_order_id,invoice_date,labor_amount,parts_amount,invoice_total
601628,401952,2025-09-28,647.35,1016.07,1663.42
601629,401953,2025-10-04,253.0,1097.67,1350.67
601630,401955,2025-09-28,581.28,638.51,1219.79
601631,401957,2025-10-03,557.01,229.09,786.1
601632,401958,2025-10-03,142.15,1118.87,1261.02
601633,401959,2025-10-01,583.93,578.41,1162.34
601634,401960,2025-09-29,783.85,785.97,1569.82
601635,401962,2025-09-28,230.74,849.86,1080.6
601636,401963,2025-09-26,807.58,135.93,943.51
601637,401964,2025-09-29,356.25,103.03,459.28
601638,401966,2025-09-29,747.14,960.01,1707.15
601639,401967,2025-10-05,277.46,403.7,681.16
601640,401968,2025-10-05,99.29,1053.92,1153.21
601641,401969,2025-10-10,372.1,511.6,883.7
601642,401970,2025-10-01,271.09,982.67,1253.76
601643,401971,2025-10-07,617.52,783.01,1400.53
601644,401972,2025-09-27,462.17,731.46,1193.63
601645,401974,2025-10-04,106.79,660.73,767.52
601646,401975,2025-10-09,162.04,50.33,212.37
601647,401976,2025-10-07,354.76,556.04,910.8
601648,401977,2025-10-01,428.62,950.81,1379.43
601649,401978,2025-09-30,698.97,590.1,1289.07
601650,401979,2025-10-12,471.48,1043.53,1515.01
601651,401980,2025-09-30,802.84,391.11,1193.95
601652,401981,2025-10-07,172.92,139.44,312.36
601653,401982,2025-10-01,788.89,1165.18,1954.07
601654,401983,2025-10-11,80.99,1154.27,1235.26
601655,401984,2025-10-12,537.48,389.61,927.09
601656,401985,2025-10-11,425.8,961.06,1386.86
601657,401986,2025-10-02,699.74,420.6,1120.34
601658,401987,2025-10-04,540.31,629.8,1170.11
601659,401990,2025-10-06,184.83,941.33,1126.16
601660,401991,2025-10-10,337.56,335.42,672.98
601661,401992,2025-10-07,830.65,531.42,1362.07
601662,401994,2025-10-12,195.51,128.61,324.12
601663,401996,2025-10-10,767.46,912.73,1680.19
601664,401997,2025-10-07,226.85,357.15,584.0
601665,401998,2025-10-02,290.81,753.47,1044.28
601666,401999,2025-10-07,394.87,641.24,1036.11
601667,402000,2025-10-11,498.48,497.38,995.86
601668,402002,2025-10-05,175.59,1146.78,1322.37
601669,402004,2025-10-05,350.67,394.24,744.91
601670,402005,2025-10-10,715.67,688.7,1404.37
601671,402006,2025-10-03,524.18,698.58,1222.76
601672,402007,2025-10-09,134.07,1159.84,1293.91
601673,402009,2025-10-10,209.33,990.99,1200.32
601674,402010,2025-10-12,409.69,911.36,1321.05
601675,402011,2025-10-08,402.77,1136.4,1539.17
601676,402012,2025-10-12,754.16,559.16,1313.32
601677,402013,2025-10-12,762.68,461.9,1224.58
601678,402014,2025-10-14,341.81,553.49,895.3
601679,402015,2025-10-14,566.91,416.53,983.44
601680,402016,2025-10-09,785.33,533.87,1319.2
601681,402017,2025-10-15,80.6,306.36,386.96
601682,402018,2025-10-09,719.66,959.24,1678.9
601683,402019,2025-10-12,562.95,256.58,819.53
601684,402022,2025-10-08,288.73,190.36,479.09
601685,402024,2025-10-10,663.11,439.63,1102.74
601686,402025,2025-10-18,644.52,1095.93,1740.45
601687,402026,2025-10-06,303.01,507.66,810.67
601688,402027,2025-10-11,494.82,499.82,994.64
601689,402028,2025-10-08,180.14,799.04,979.18
601690,402029,2025-10-16,611.67,873.84,1485.51
601691,402030,2025-10-13,821.16,953.81,1774.97
601692,402031,2025-10-11,528.34,499.98,1028.32
601693,402032,2025-10-16,225.99,602.29,828.28
601694,402033,2025-10-09,709.52,409.44,1118.96
601695,402034,2025-10-07,816.36,628.7,1445.06
601696,402035,2025-10-10,683.13,628.58,1311.71
601697,402036,2025-10-09,324.38,122.34,446.72
601698,402037,2025-10-12,382.95,105.98,488.93
601699,402039,2025-10-18,433.9,1196.48,1630.38
601700,402040,2025-10-13,745.92,536.53,1282.45
601701,402041,2025-10-15,399.91,163.09,563.0
601702,402042,2025-10-09,498.96,252.92,751.88
601703,402043,2025-10-07,714.45,66.32,780.77
601704,402045,2025-10-17,839.24,888.44,1727.68
601705,402046,2025-10-21,797.25,896.35,1693.6
601706,402047,2025-10-13,545.49,134.74,680.23
601707,402049,2025-10-16,810.22,868.52,1678.74
601708,402050,2025-10-15,233.52,1057.62,1291.14
601709,402051,2025-10-21,554.1,560.73,1114.83
601710,402052,2025-10-12,579.49,644.7,1224.19
601711,402053,2025-10-12,292.21,1155.79,1448.0
601712,402054,2025-10-10,519.4,632.37,1151.77
601713,402055,2025-10-17,678.43,706.94,1385.37
601714,402057,2025-10-21,386.96,371.85,758.81
601715,402058,2025-10-12,113.82,350.79,464.61
601716,402059,2025-10-20,147.05,673.28,820.33
601717,402060,2025-10-19,165.02,1120.61,1285.63
601718,402061,2025-10-18,638.95,35.85,674.8
601719,402062,2025-10-21,301.31,1112.92,1414.23
601720,402063,2025-10-16,848.63,290.63,1139.26
601721,402064,2025-10-11,724.69,577.37,1302.06
601722,402065,2025-10-11,777.07,789.5,1566.57
601723,402066,2025-10-23,536.04,499.63,1035.67
601724,402067,2025-10-13,261.91,691.77,953.68
601725,402068,2025-10-20,494.75,319.98,814.73
601726,402069,2025-10-12,636.95,234.69,871.64
601727,402070,2025-10-17,158.14,1170.52,1328.66
601728,402071,2025-10-23,244.01,1128.25,1372.26
601729,402072,2025-10-12,126.49,1153.41,1279.9
601730,402073,2025-10-19,147.85,467.05,614.9
601731,402074,2025-10-21,786.78,969.21,1755.99
601732,402075,2025-10-11,644.42,1133.82,1778.24
601733,402076,2025-10-14,837.92,674.27,1512.19
601734,402077,2025-10-19,647.94,673.47,1321.41
601735,402078,2025-10-21,514.88,533.0,1047.88
601736,402079,2025-10-19,438.85,919.65,1358.5
601737,402081,2025-10-21,358.77,360.61,719.38
601738,402084,2025-10-14,500.81,151.56,652.37
601739,402085,2025-10-25,294.16,922.16,1216.32
601740,402086,2025-10-19,292.33,132.96,425.29
601741,402087,2025-10-25,294.18,854.95,1149.13
601742,402090,2025-10-24,465.27,863.74,1329.01
601743,402091,2025-10-20,583.79,616.98,1200.77
601744,402092,2025-10-13,121.95,287.02,408.97
601745,402093,2025-10-22,840.65,139.71,980.36
601746,402094,2025-10-24,550.26,140.69,690.95
601747,402095,2025-10-16,429.37,741.05,1170.42
601748,402096,2025-10-19,740.94,1091.52,1832.46
601749,402097,2025-10-13,596.81,10.01,606.82
601750,402098,2025-10-26,113.94,54.36,168.3
601751,402100,2025-10-20,226.73,127.04,353.77
601752,402101,2025-10-22,716.81,645.51,1362.32
601753,402102,2025-10-20,236.51,805.88,1042.39
601754,402103,2025-10-26,124.85,1046.06,1170.91
601755,402105,2025-10-15,630.27,670.04,1300.31
601756,402107,2025-10-19,511.83,498.19,1010.02
601757,402108,2025-10-17,451.31,599.41,1050.72
601758,402109,2025-10-22,438.12,1036.65,1474.77
601759,402110,2025-10-27,256.88,985.07,1241.95
601760,402111,2025-10-16,469.51,679.01,1148.52
601761,402112,2025-10-22,696.0,1161.94,1857.94
601762,402114,2025-10-16,757.3,923.21,1680.51
601763,402115,2025-10-17,703.75,776.18,1479.93
601764,402118,2025-10-22,268.81,454.47,723.28
601765,402119,2025-10-25,145.82,338.39,484.21
601766,402120,2025-10-29,199.16,38.06,237.22
601767,402121,2025-10-26,329.64,590.3,919.94
601768,402122,2025-10-23,470.62,830.61,1301.23
601769,402123,2025-10-17,270.43,371.79,642.22
601770,402124,2025-10-20,484.65,514.17,998.82
601771,402125,2025-10-20,380.66,742.15,1122.81
601772,402126,2025-10-21,650.21,313.58,963.79
601773,402127,2025-10-20,402.42,251.12,653.54
601774,402128,2025-10-21,231.78,570.54,802.32
601775,402129,2025-10-27,343.31,416.59,759.9
601776,402130,2025-10-29,671.27,4.24,675.51
601777,402131,2025-10-31,558.33,1103.82,1662.15
601778,402132,2025-10-31,734.67,412.06,1146.73
601779,402133,2025-10-26,602.78,254.46,857.24
601780,402134,2025-10-22,647.56,73.39,720.95
601781,402136,2025-10-30,360.07,1140.81,1500.88
601782,402137,2025-10-24,164.88,1082.26,1247.14
601783,402139,2025-10-30,651.24,388.67,1039.91
601784,402140,2025-10-22,843.98,6.12,850.1
601785,402141,2025-10-25,406.35,412.3,818.65
601786,402142,2025-10-21,618.71,695.85,1314.56
601787,402144,2025-10-24,655.42,603.46,1258.88
601788,402145,2025-10-20,172.05,751.74,923.79
601789,402146,2025-10-22,643.74,191.26,835.0
601790,402147,2025-10-23,295.12,476.48,771.6
601791,402148,2025-10-24,387.99,519.15,907.14
601792,402149,2025-10-21,644.06,970.72,1614.78
601793,402151,2025-10-24,239.01,233.85,472.86
601794,402154,2025-10-26,525.58,280.46,806.04
601795,402155,2025-10-24,414.7,875.27,1289.97
601796,402156,2025-10-27,506.34,796.74,1303.08
601797,402158,2025-10-24,351.45,1042.18,1393.63
601798,402160,2025-10-29,422.89,410.99,833.88
601799,402161,2025-10-23,236.0,1013.96,1249.96
601800,402162,2025-10-23,567.29,1094.06,1661.35
601801,402163,2025-11-03,702.86,1018.5,1721.36
601802,402164,2025-10-25,309.75,737.01,1046.76
601803,402165,2025-10-22,771.24,129.54,900.78
601804,402166,2025-10-22,684.25,838.78,1523.03
601805,402167,2025-11-04,421.62,516.18,937.8
601806,402168,2025-11-04,662.0,603.52,1265.52
601807,402169,2025-11-01,562.43,1155.19,1717.62
601808,402170,2025-11-05,143.72,547.74,691.46
601809,402172,2025-11-03,582.39,1032.79,1615.18
601810,402173,2025-11-02,728.3,644.13,1372.43
601811,402174,2025-10-30,116.81,138.06,254.87
601812,402175,2025-10-30,469.8,987.75,1457.55
601813,402176,2025-11-05,351.21,961.3,1312.51
601814,402177,2025-11-01,598.15,449.09,1047.24
601815,402178,2025-10-26,259.19,837.95,1097.14
601816,402179,2025-11-06,721.85,942.84,1664.69
601817,402180,2025-10-24,846.28,285.68,1131.96
601818,402181,2025-11-05,282.66,1011.93,1294.59
601819,402182,2025-11-06,146.79,936.31,1083.1
601820,402183,2025-10-27,610.69,168.67,779.36
601821,402184,2025-11-03,431.95,936.07,1368.02
601822,402186,2025-11-08,365.69,851.42,1217.11
601823,402187,2025-10-29,704.31,1104.16,1808.47
601824,402188,2025-10-26,709.07,827.65,1536.72
601825,402189,2025-11-03,716.59,1051.17,1767.76
601826,402190,2025-10-26,338.79,663.76,1002.55
601827,402193,2025-11-05,232.52,989.68,1222.2
601828,402194,2025-10-31,344.21,288.06,632.27
601829,402195,2025-10-31,325.92,745.52,1071.44
601830,402197,2025-10-30,483.84,1030.78,1514.62
601831,402198,2025-10-31,453.59,253.13,706.72
601832,402200,2025-11-03,832.44,385.97,1218.41
601833,402201,2025-11-08,787.9,141.97,929.87
601834,402202,2025-10-30,818.66,588.82,1407.48
601835,402203,2025-11-02,839.49,996.68,1836.17
601836,402204,2025-11-03,423.4,1077.55,1500.95
601837,402205,2025-11-02,208.97,841.97,1050.94
601838,402206,2025-11-03,627.12,831.92,1459.04
601839,402208,2025-11-03,257.48,1151.86,1409.34
601840,402209,2025-11-08,218.53,82.85,301.38
601841,402210,2025-11-04,576.29,38.97,615.26
601842,402211,2025-10-30,380.6,1077.3,1457.9
601843,402212,2025-11-04,467.94,673.85,1141.79
601844,402213,2025-11-07,823.75,6.99,830.74
601845,402214,2025-11-11,322.59,352.17,674.76
601846,402215,2025-11-01,688.25,692.55,1380.8
601847,402216,2025-10-31,272.61,976.38,1248.99
601848,402217,2025-11-11,592.08,497.09,1089.17
601849,402218,2025-10-30,300.73,515.84,816.57
601850,402219,2025-11-03,839.21,730.32,1569.53
601851,402220,2025-11-07,798.12,1122.98,1921.1
601852,402221,2025-11-08,276.82,456.89,733.71
601853,402223,2025-11-12,124.63,785.64,910.27
601854,402225,2025-11-08,148.09,648.72,796.81
601855,402228,2025-11-07,153.87,908.44,1062.31
601856,402229,2025-11-04,744.64,578.7,1323.34
601857,402230,2025-10-30,443.49,995.97,1439.46
601858,402231,2025-11-06,670.92,492.7,1163.62
601859,402232,2025-11-05,641.93,615.95,1257.88
601860,402233,2025-11-03,101.86,889.48,991.34
601861,402236,2025-11-05,182.54,276.64,459.18
601862,402237,2025-11-01,123.12,576.17,699.29
601863,402238,2025-11-05,420.32,479.97,900.29
601864,402239,2025-11-14,164.43,577.4,741.83
601865,402240,2025-11-02,467.54,650.07,1117.61
601866,402241,2025-11-04,371.59,499.0,870.59
601867,402242,2025-11-01,811.36,543.03,1354.39
601868,402243,2025-11-08,345.14,646.74,991.88
601869,402244,2025-11-09,375.61,841.52,1217.13
601870,402245,2025-11-05,630.6,1048.19,1678.79
601871,402246,2025-11-12,310.08,828.29,1138.37
601872,402247,2025-11-10,712.23,1132.44,1844.67
601873,402248,2025-11-15,290.71,1036.16,1326.87
601874,402249,2025-11-10,168.95,62.93,231.88
601875,402250,2025-11-05,245.26,309.49,554.75
601876,402251,2025-11-02,495.49,35.58,531.07
601877,402253,2025-11-10,614.36,590.22,1204.58
601878,402254,2025-11-08,572.2,1050.87,1623.07
601879,402255,2025-11-06,128.19,947.97,1076.16
601880,402256,2025-11-04,497.83,349.92,847.75
601881,402258,2025-11-10,158.35,184.67,343.02
601882,402259,2025-11-05,655.09,1117.97,1773.06
601883,402260,2025-11-10,172.02,33.69,205.71
601884,402261,2025-11-05,527.68,644.49,1172.17
601885,402262,2025-11-07,110.59,1121.86,1232.45
601886,402263,2025-11-17,632.51,384.07,1016.58
601887,402264,2025-11-06,478.27,1190.0,1668.27
601888,402265,2025-11-07,166.32,770.12,936.44
601889,402266,2025-11-14,800.7,716.06,1516.76
601890,402267,2025-11-13,269.24,616.61,885.85
601891,402268,2025-11-16,604.26,861.74,1466.0
601892,402269,2025-11-18,830.92,1072.2,1903.12
601893,402270,2025-11-13,288.11,1157.32,1445.43
601894,402271,2025-11-08,458.37,633.47,1091.84
601895,402272,2025-11-15,698.79,1195.19,1893.98
601896,402273,2025-11-05,277.95,1081.49,1359.44
601897,402274,2025-11-14,335.32,767.3,1102.62
601898,402275,2025-11-17,725.43,951.02,1676.45
601899,402276,2025-11-13,109.62,56.31,165.93
601900,402277,2025-11-14,129.69,143.14,272.83
601901,402278,2025-11-06,89.19,516.15,605.34
601902,402280,2025-11-16,645.87,458.65,1104.52
601903,402281,2025-11-12,362.42,151.56,513.98
601904,402282,2025-11-08,827.54,623.7,1451.24
601905,402283,2025-11-08,560.9,1178.36,1739.26
601906,402284,2025-11-20,625.32,1029.73,1655.05
601907,402285,2025-11-14,377.59,146.2,523.79
601908,402287,2025-11-18,705.34,1167.07,1872.41
601909,402288,2025-11-10,76.84,753.46,830.3
601910,402289,2025-11-17,472.06,834.65,1306.71
601911,402290,2025-11-10,707.74,293.62,1001.36
601912,402291,2025-11-12,369.43,700.89,1070.32
601913,402292,2025-11-12,76.0,917.34,993.34
601914,402293,2025-11-15,260.89,202.63,463.52
601915,402294,2025-11-21,272.53,249.55,522.08
601916,402296,2025-11-15,426.5,177.69,604.19
601917,402297,2025-11-21,470.06,256.44,726.5
601918,402298,2025-11-13,656.75,562.08,1218.83
601919,402300,2025-11-14,487.38,496.53,983.91
601920,402301,2025-11-21,76.9,209.01,285.91
601921,402302,2025-11-13,381.69,464.95,846.64
601922,402304,2025-11-11,429.76,681.8,1111.56
601923,402306,2025-11-20,334.0,311.8,645.8
601924,402308,2025-11-19,780.4,1172.18,1952.58
601925,402309,2025-11-17,92.27,987.2,1079.47
601926,402310,2025-11-17,811.9,339.07,1150.97
601927,402311,2025-11-18,834.37,285.17,1119.54
601928,402313,2025-11-15,362.2,948.5,1310.7
601929,402314,2025-11-15,839.14,216.07,1055.21
601930,402315,2025-11-17,404.8,220.68,625.48
601931,402316,2025-11-18,494.92,953.98,1448.9
601932,402317,2025-11-17,807.33,507.02,1314.35
601933,402318,2025-11-17,531.15,708.06,1239.21
601934,402319,2025-11-16,251.49,890.92,1142.41
601935,402320,2025-11-14,719.87,1194.88,1914.75
601936,402321,2025-11-25,120.6,843.22,963.82
601937,402324,2025-11-22,177.57,575.92,753.49
601938,402325,2025-11-23,719.17,1036.13,1755.3
601939,402326,2025-11-16,267.0,973.63,1240.63
601940,402327,2025-11-19,509.9,482.19,992.09
601941,402328,2025-11-18,736.93,215.3,952.23
601942,402329,2025-11-13,152.11,1196.33,1348.44
601943,402330,2025-11-17,210.23,462.82,673.05
601944,402331,2025-11-13,429.48,1159.0,1588.48
601945,402332,2025-11-22,579.78,477.43,1057.21
601946,402333,2025-11-18,683.83,855.6,1539.43
601947,402335,2025-11-20,754.59,210.83,965.42
601948,402336,2025-11-22,848.87,117.32,966.19
601949,402338,2025-11-23,571.75,958.36,1530.11
601950,402339,2025-11-25,782.73,594.82,1377.55
601951,402340,2025-11-24,821.69,160.53,982.22
601952,402341,2025-11-21,394.12,780.63,1174.75
601953,402343,2025-11-15,543.26,299.69,842.95
601954,402344,2025-11-23,621.29,276.44,897.73
601955,402345,2025-11-28,717.47,950.68,1668.15
601956,402346,2025-11-26,471.62,985.51,1457.13
601957,402347,2025-11-27,702.09,961.43,1663.52
601958,402348,2025-11-27,813.37,166.74,980.11
601959,402350,2025-11-27,757.16,681.54,1438.7
601960,402351,2025-11-22,390.76,204.87,595.63
601961,402352,2025-11-23,260.04,795.59,1055.63
601962,402354,2025-11-17,456.69,853.06,1309.75
601963,402355,2025-11-30,809.02,967.8,1776.82
601964,402356,2025-11-17,615.93,658.34,1274.27
601965,402357,2025-11-19,608.41,881.52,1489.93
601966,402358,2025-11-26,573.91,578.43,1152.34
601967,402360,2025-11-28,509.14,538.26,1047.4
601968,402361,2025-11-26,544.35,396.59,940.94
601969,402362,2025-11-27,273.77,799.53,1073.3
601970,402363,2025-11-30,689.41,697.12,1386.53
601971,402364,2025-11-18,118.26,1074.67,1192.93
601972,402365,2025-11-26,672.23,1133.66,1805.89
601973,402367,2025-11-22,830.03,203.3,1033.33
601974,402368,2025-11-22,305.6,180.3,485.9
601975,402370,2025-11-28,669.18,407.97,1077.15
601976,402372,2025-11-25,320.8,683.23,1004.03
601977,402374,2025-11-20,77.15,851.42,928.57
601978,402375,2025-11-25,264.05,557.03,821.08
601979,402376,2025-12-01,323.72,752.02,1075.74
601980,402377,2025-11-30,689.24,266.81,956.05
601981,402378,2025-11-20,327.42,363.78,691.2
601982,402379,2025-11-21,668.69,833.62,1502.31
601983,402382,2025-12-01,227.4,743.22,970.62
601984,402383,2025-11-21,143.87,1151.23,1295.1
601985,402384,2025-12-02,315.11,1181.83,1496.94
601986,402385,2025-12-01,94.42,725.18,819.6
601987,402386,2025-11-22,749.35,94.16,843.51
601988,402387,2025-11-22,394.87,39.97,434.84
601989,402388,2025-11-24,443.22,159.06,602.28
601990,402389,2025-12-01,139.09,495.19,634.28
601991,402390,2025-11-25,693.18,320.12,1013.3
601992,402391,2025-11-25,722.53,580.41,1302.94
601993,402392,2025-12-05,230.88,432.03,662.91
601994,402393,2025-11-26,301.96,636.18,938.14
601995,402394,2025-12-05,76.51,1134.03,1210.54
601996,402395,2025-11-24,635.58,310.79,946.37
601997,402396,2025-11-27,656.52,330.98,987.5
601998,402397,2025-11-23,89.33,376.66,465.99
601999,402398,2025-11-27,573.28,113.56,686.84
602000,402399,2025-11-28,665.73,1065.84,1731.57
602001,402400,2025-11-27,119.31,8.8,128.11
602002,402401,2025-11-30,595.58,881.23,1476.81
602003,402402,2025-12-05,791.02,869.05,1660.07
602004,402404,2025-12-06,621.98,1096.56,1718.54
602005,402405,2025-12-01,473.69,526.11,999.8
602006,402407,2025-12-02,104.95,1038.81,1143.76
602007,402408,2025-11-26,517.24,906.52,1423.76
602008,402409,2025-12-02,830.99,97.87,928.86
602009,402410,2025-11-30,399.03,155.15,554.18
602010,402411,2025-11-29,575.97,821.61,1397.58
602011,402412,2025-11-30,240.83,842.53,1083.36
602012,402413,2025-12-05,270.01,966.76,1236.77
602013,402414,2025-12-03,109.1,749.0,858.1
602014,402415,2025-12-08,219.61,971.46,1191.07
602015,402416,2025-12-01,142.46,1138.33,1280.79
602016,402417,2025-12-01,692.42,911.67,1604.09
602017,402418,2025-12-08,793.28,995.71,1788.99
602018,402419,2025-11-28,493.65,1115.95,1609.6
602019,402420,2025-12-03,774.69,1101.86,1876.55
602020,402421,2025-12-06,271.64,716.29,987.93
602021,402422,2025-12-07,602.35,1012.22,1614.57
602022,402423,2025-12-09,347.34,676.39,1023.73
602023,402424,2025-12-07,494.57,619.61,1114.18
602024,402425,2025-12-08,268.49,963.97,1232.46
602025,402426,2025-12-01,402.3,651.15,1053.45
602026,402427,2025-11-28,261.68,1191.8,1453.48
602027,402428,2025-12-07,197.42,714.24,911.66
602028,402429,2025-12-08,246.25,694.1,940.35
602029,402430,2025-12-09,573.5,498.38,1071.88
602030,402431,2025-12-07,402.12,766.58,1168.7
602031,402432,2025-12-11,674.17,1106.3,1780.47
602032,402433,2025-12-01,525.87,884.63,1410.5
602033,402435,2025-12-02,121.66,719.25,840.91
602034,402436,2025-12-01,102.17,576.89,679.06
602035,402438,2025-12-09,742.86,3.7,746.56
602036,402439,2025-12-06,833.82,377.4,1211.22
602037,402440,2025-12-04,297.09,1108.95,1406.04
602038,402441,2025-12-10,393.76,334.2,727.96
602039,402442,2025-12-10,764.93,1018.53,1783.46
602040,402443,2025-12-04,754.77,805.31,1560.08
602041,402446,2025-12-04,269.17,361.31,630.48
602042,402447,2025-12-02,119.62,751.08,870.7
602043,402448,2025-12-14,356.99,770.58,1127.57
602044,402449,2025-12-05,460.93,628.18,1089.11
602045,402450,2025-12-08,225.05,702.0,927.05
602046,402451,2025-12-02,694.32,1152.09,1846.41
602047,402452,2025-12-13,766.76,411.48,1178.24
602048,402454,2025-12-10,193.3,456.03,649.33
602049,402456,2025-12-04,300.58,496.73,797.31
602050,402457,2025-12-02,171.07,1164.58,1335.65
602051,402458,2025-12-07,692.22,513.42,1205.64
602052,402460,2025-12-10,473.07,895.23,1368.3
602053,402461,2025-12-08,558.35,567.91,1126.26
602054,402462,2025-12-04,122.96,765.3,888.26
602055,402463,2025-12-09,503.68,653.05,1156.73
602056,402464,2025-12-02,830.82,1000.3,1831.12
602057,402465,2025-12-02,659.72,1098.56,1758.28
602058,402466,2025-12-13,130.68,281.43,412.11
602059,402467,2025-12-13,643.37,743.42,1386.79
602060,402468,2025-12-16,364.96,122.43,487.39
602061,402469,2025-12-11,769.68,345.24,1114.92
602062,402470,2025-12-10,449.09,14.27,463.36
602063,402471,2025-12-09,92.24,615.88,708.12
602064,402473,2025-12-11,505.94,928.61,1434.55
602065,402474,2025-12-07,549.47,1166.53,1716.0
602066,402476,2025-12-15,397.87,1106.78,1504.65
602067,402477,2025-12-06,698.7,775.57,1474.27
602068,402479,2025-12-06,493.81,680.97,1174.78
602069,402480,2025-12-14,483.6,330.93,814.53
602070,402481,2025-12-15,707.96,519.79,1227.75
602071,402482,2025-12-13,372.54,204.94,577.48
602072,402483,2025-12-19,437.31,382.0,819.31
602073,402484,2025-12-14,738.78,360.67,1099.45
602074,402485,2025-12-19,755.24,481.58,1236.82
602075,402486,2025-12-11,431.85,406.05,837.9
602076,402487,2025-12-17,474.56,309.28,783.84
602077,402488,2025-12-07,250.4,682.6,933.0
602078,402489,2025-12-15,389.84,457.91,847.75
602079,402490,2025-12-13,431.29,1045.79,1477.08
602080,402491,2025-12-15,292.78,738.89,1031.67
602081,402492,2025-12-14,817.71,730.72,1548.43
602082,402493,2025-12-15,423.96,195.92,619.88
602083,402494,2025-12-20,161.33,1187.48,1348.81
602084,402495,2025-12-07,743.01,953.47,1696.48
602085,402496,2025-12-11,639.44,482.19,1121.63
602086,402498,2025-12-11,322.3,718.82,1041.12
602087,402499,2025-12-18,498.39,1126.15,1624.54
602088,402500,2025-12-09,555.18,543.65,1098.83
602089,402501,2025-12-17,559.46,1044.3,1603.76
602090,402503,2025-12-17,218.93,82.76,301.69
602091,402504,2025-12-10,604.35,483.67,1088.02
602092,402505,2025-12-17,389.03,692.6,1081.63
602093,402506,2025-12-11,816.99,409.69,1226.68
602094,402507,2025-12-22,393.96,496.86,890.82
602095,402508,2025-12-12,709.62,134.8,844.42
602096,402509,2025-12-11,635.96,294.76,930.72
602097,402510,2025-12-15,510.89,1191.28,1702.17
602098,402511,2025-12-16,122.45,282.78,405.23
602099,402512,2025-12-13,159.78,487.17,646.95
602100,402513,2025-12-15,284.89,796.99,1081.88
602101,402514,2025-12-16,86.25,1025.53,1111.78
602102,402516,2025-12-10,322.93,1012.44,1335.37
602103,402517,2025-12-10,445.61,492.49,938.1
602104,402518,2025-12-17,647.31,1182.79,1830.1
602105,402521,2025-12-13,633.48,181.41,814.89
602106,402522,2025-12-21,590.74,268.83,859.57
602107,402523,2025-12-23,846.71,990.57,1837.28
602108,402524,2025-12-23,724.8,465.84,1190.64
602109,402525,2025-12-11,746.52,222.54,969.06
602110,402526,2025-12-19,187.74,686.25,873.99
602111,402527,2025-12-22,203.4,357.41,560.81
602112,402528,2025-12-22,450.1,234.77,684.87
602113,402532,2025-12-12,797.21,1047.25,1844.46
602114,402533,2025-12-21,690.13,137.56,827.69
602115,402535,2025-12-13,315.76,485.72,801.48
602116,402536,2025-12-16,456.27,494.84,951.11
602117,402537,2025-12-20,427.92,948.51,1376.43
602118,402538,2025-12-23,412.82,565.15,977.97
602119,402539,2025-12-26,466.9,373.56,840.46
602120,402540,2025-12-26,240.89,437.65,678.54
602121,402542,2025-12-25,474.72,850.51,1325.23
602122,402543,2025-12-14,471.45,6.73,478.18
602123,402544,2025-12-25,650.47,842.44,1492.91
602124,402547,2025-12-19,380.86,737.41,1118.27
602125,402549,2025-12-15,251.15,622.3,873.45
602126,402550,2025-12-25,193.25,1069.33,1262.58
602127,402551,2025-12-17,491.19,793.03,1284.22
602128,402552,2025-12-17,440.42,136.0,576.42
602129,402554,2025-12-16,724.33,758.63,1482.96
602130,402555,2025-12-18,799.64,1091.55,1891.19
602131,402556,2025-12-15,785.88,1020.59,1806.47
602132,402557,2025-12-17,815.51,287.47,1102.98
602133,402558,2025-12-15,492.66,431.56,924.22
602134,402559,2025-12-23,121.06,784.82,905.88
602135,402560,2025-12-27,727.47,1084.71,1812.18
602136,402561,2025-12-23,561.8,871.36,1433.16
602137,402562,2025-12-18,523.98,981.46,1505.44
602138,402563,2025-12-18,111.87,822.82,934.69
602139,402565,2025-12-16,632.29,200.61,832.9
602140,402566,2025-12-26,286.54,541.31,827.85
602141,402567,2025-12-22,803.94,955.46,1759.4
602142,402568,2025-12-24,189.97,928.73,1118.7
602143,402569,2025-12-23,352.65,98.19,450.84
602144,402571,2025-12-29,628.26,570.97,1199.23
602145,402572,2025-12-19,753.15,230.41,983.56
602146,402573,2025-12-29,78.22,656.92,735.14
602147,402574,2025-12-18,468.26,118.87,587.13
602148,402575,2025-12-23,658.8,398.82,1057.62
602149,402576,2025-12-20,685.51,455.41,1140.92
602150,402578,2025-12-24,643.19,757.62,1400.81
602151,402579,2025-12-29,162.35,1186.73,1349.08
602152,402581,2025-12-30,794.31,791.49,1585.8
602153,402584,2025-12-18,828.75,554.32,1383.07
602154,402586,2025-12-25,180.75,723.24,903.99
602155,402587,2025-12-18,580.55,1093.9,1674.45
602156,402588,2025-12-18,133.97,896.71,1030.68
602157,402589,2025-12-27,190.63,1078.27,1268.9
602158,402590,2025-12-20,480.65,838.49,1319.14
602159,402591,2025-12-28,244.66,796.37,1041.03
602160,402593,2025-12-24,529.56,259.56,789.12
602161,402594,2025-12-31,133.06,182.64,315.7
602162,402595,2025-12-23,397.79,482.3,880.09
602163,402596,2025-12-25,550.99,825.28,1376.27
602164,402597,2025-12-27,756.88,929.06,1685.94
602165,402598,2025-12-31,229.32,757.3,986.62
602166,402600,2025-12-20,85.39,858.75,944.14
602167,402601,2025-12-30,201.09,36.29,237.38
602168,402602,2025-12-28,117.2,757.67,874.87
